$$maps__EntityId__c$maps__SettingsGroup__r.Name,Id,maps__EntityId__c,maps__SettingsGroup__c,maps__SettingsGroup__r.Name
$SF_SR_VAR_GLOBAL_ADMIN_PROFILE_ID;Folder Permission,a2JDG000002inFN2AY,$SF_SR_VAR_GLOBAL_ADMIN_PROFILE_ID,a2KDG000001VHcL2AW,Folder Permission
$SF_SR_VAR_GLOBAL_FS_SV_PROFILE_ID;Folder Permission,a2JDG000002inFp2AI,$SF_SR_VAR_GLOBAL_FS_SV_PROFILE_ID,a2KDG000001VHcL2AW,Folder Permission
