$$Name$CriteriaForAutoUnbundling.Name,AddToBundleStatuses,BundleStatusesToPropagate,CriteriaForAutoUnbundling.$$Name$SourceObject$FilteredObject$IsActive,CriteriaForAutoUnbundlingId,DoesAddTravelTime,Id,MemberStatusesNotToPropagate,Name,RemoveFromBundleStatuses,StatusesNotToUpdateOnUnbundle,StatusOnRemovalFromBundle
Default Bundle Config;Bundle Dispatch Record Set Filter Criteria,None,None;Dispatched,Bundle Dispatch Record Set Filter Criteria;ApptBundleConfig;ServiceAppointment;true,0hrDD0000004CC2YAM,false,3CvDD0000004CBi0AM,Cannot Complete;Completed;Canceled,Default Bundle Config,Scheduled;Dispatched;Cannot Complete;Completed;Canceled;Accepted;Rejected;Onsite;Enroute,None;Cannot Complete;Completed;Canceled,None
