BundleEndTimeFieldName,BundleStartTimeFieldName,CanAllowSchleDepndInBundle,ConstantTimeValue,FilterCriteria.$$Name$SourceObject$FilteredObject$IsActive,FilterCriteriaId,Id,IsAutomaticBundling,IsManualBundling,IsTimeCalcByBundleDurationFld,LimitAmountOfBundleMembers,LimitDurationOfBundle,Name,Priority
ServiceAppointment.DueDate,ServiceAppointment.EarliestStartTime,false,,Bundle Validation for Maintenance Designations;ApptBundlePolicy;ServiceAppointment;true,0hrDD0000004CCRYA2,7sTDD0000008OP12AM,true,true,false,5,240,Default Bundle Policy,1
