$$maps__EntityId__c$maps__SettingsGroup__r.Name,Id,maps__EntityId__c,maps__SettingsGroup__c,maps__SettingsGroup__r.Name
00eDn000002S1vbIAC;Folder Permission,a2JDG000002inFN2AY,00eDn000002S1vbIAC,a2KDG000001VHcL2AW,Folder Permission
00eDG000000UoTbYAK;Folder Permission,a2JDG000002inFp2AI,00eDG000000UoTbYAK,a2KDG000001VHcL2AW,Folder Permission
