CreatedDate,FridayEndTime,FridayStartTime,Id,IsActive,IsDefault,LastModifiedDate,LastViewedDate,MondayEndTime,MondayStartTime,Name,SaturdayEndTime,SaturdayStartTime,SundayEndTime,SundayStartTime,SystemModstamp,ThursdayEndTime,ThursdayStartTime,TimeZoneSidKey,TuesdayEndTime,TuesdayStartTime,WednesdayEndTime,WednesdayStartTime
2024-02-02T07:04:42.000+0000,00:00:00.000Z,00:00:00.000Z,01mDO000000GnfVYAS,true,false,2024-02-02T07:04:42.000+0000,,00:00:00.000Z,00:00:00.000Z,24x7,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,2024-02-02T07:04:42.000+0000,00:00:00.000Z,00:00:00.000Z,America/Los_Angeles,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z
